0,88.3
1,105.3
2,88.3
3,88.3
4,88.3
5,88.3
6,105.3
7,105.3
8,105.3
9,105.3
10,105.3
11,105.3
12,89.5
13,105.3
14,94.1
15,94.1
16,101.5
17,101.5
18,105.3
19,105.3
20,105.3
21,105.3
22,105.3
23,105.3

############################## SAN DIEGO FM STATIONS #################################

88.3,San_Diegos_Jazz
89.5,NPR
91.1,91X_XETRA_FM
93.3,Channel93_3
94.1,Star94_1
94.9,San_Diegos_Alternative
95.7,KISSFM
96.5,KYXY
98.1,Sunny_98_1
101.5,101KGB_Classic_Rock
102.9,Amor
105.3,ROCK1053
106.5,Que_Buena
